afyon,efo1bu2wbo1
afyonruhu,efo1bu2wbo1 rwxy
afîf,afo1bu2fo1
afîfe,afo1bu2fo1h
agniyâ,eao1bo1bu2e
agâz etmek,eao1ero1e
ah çekmek,eh xu3kmk
ah,eh
ahad,exd
ahar,exo1r
ahara temlîk etmek,exo1rh bo2mlbu2k e
ahbâb takımı,exbu1ebu1 tefo2my
ahd-nâme,ahd bo1emh
ahd,ahd
ahir,exo1r
ahiretlik,exo1rbo2lk
ahlâk,exo1lefo2
ahlât,exo1let
ahmak defteri,exmfo2 dfo1bo2ry
ahmak,exmfo2
ahmer,exmr
ahres,exo1rs
ahsâs,exses
ahur,exo1wr
ahvel,exwl
ahvâl-i beşeriyye,exwel bu1so3rbu2h
ahz etmek,exo1do1e
ahz u girift etmek,exo1do1wkrfo1bo2 e
ahz u girift,exo1do1wkrfo1bo2
ahz u kabûl,exo1do1wfo2bu1wl
ahz ü itâ,exo1do1wate
ahz,exo1do1
ahâlî,ehely
ahâlîden hâlî kılmak,ehelbu2dbo1 xo1ely fo2bu2lmfo2
ahşab,exso3bu1
ahşap,exso3bu1
ahşâb,exso3ebu1
ak mermer,efo2 mrmr
ak sakallı,efo2 zfo2ellw
ak sakallı,efo2 zfo2elly
ak-sulemen,efo2 swlmbo1
ak,efo2
akar,efo2er
akbaba,efo2 bu1ebu1e
akciğer,efo2 xu1kr
akd etmek,afo2d e
akd etmek,afo2de
akd-i nikâh,afo2d bo1kex
akd,afo2d
akdamar,efo2 tmr
akdamardan ibâret olan,efo2 tmrdbo1 abu1erbo2 ewlebo1
akdamarlara müteallik olan,efo2 tmrlrh mbo2alfo2 ewlebo1
akl etmek,afo2l e
akl öğretmek,afo2l ew krbo2mk
akl,afo2l
akla bâliğ olmak,afo2lh bu1elao1 ew
akla bâliğ,afo2lh bu1elao1
akla sığar,afo2lh zbu2ao1er
aklsız,afo2lsro1
aklî,afo2ly
aklı başına gelmek,afo2ly bu1eso3bo1h klmk
aklı başında olmak,afo2ly bu1eso3bo1dh ew
aklı başında olmaklık,afo2ly bu1eso3bo1dh ewlmfo2lfo2
aklı başında,afo2ly bu1eso3bo1dh
aklı başındadır,afo2ly bu1eso3bo1dh dr
aklıma bir şey geliyor,afo2lmh bu1rso3y klbu2wr
aklıma geliyor,afo2lmh klbu2wr
aklına gelmek üzere,afo2lbo1h klmk ewro1rh
aklına getirmek,afo2lbo1h kbo2wrmfo2
aklına getirmek,afo2lbo1h kbo2wrmk
aklına kabûl etmek,afo2lbo1h fo2bu1wl e
aklına koymak,afo2lbo1h fo2wmfo2
aklına şey koymak,afo2lbo1h so3y fo2wmfo2
aklından çıkarmak,afo2lbo1dbo1 xu3bu2fo2ermfo2
aklını başına getirmek,afo2lbo1y bu1eso3bo1h kbo2wrbo2mk
aklını başına getirmek,afo2lbo1y bu1eso3bo1h kbo2wrmk
aklını vermek,afo2lbo1y wbu2rmk
aklını çelmek,afo2lbo1y xu3lmk
akmak,efo2mfo2
akmamak,efo2memfo2
akmayan,efo2mbu2ebo1
akmaz,efo2mro1
akraba,efo2rbu1e
akrabadan,efo2rbu1edbo1
akrabalık,efo2rbu1elfo2
akrabâ,efo2rbu1e
akrep,afo2rbu1
akrân,efo2rebo1
aks etmek,aks e
aks,aks
aksa,efo2zy
aksak,eao1sefo2
aksilik,aksbu2lk
aksî,aksy
aksımak,efo2zbu2mfo2
aksırmak,efo2srmfo2
aksırık,efo2srfo2
aksırış,efo2srso3
akâ'id,afo2ebo5d
akâid,afo2ebo5d
akçe,efo2xu3h
akçece,efo2xu3h xu1h
akçeye müteallik,efo2xu3h bu2h mbo2alfo2
akîde,afo2bu2dh
akîk,afo2bu2fo2
akıcı nesne,efo2bu2xu1y bo1sbo1h
akıl etmek,afo2l e
akıl öğretmek,afo2l ewkrbo2mk
akılda saklamak,afo2ldh zfo2lemfo2
akılda tutmak,afo2ldh twbo2mfo2
akıldan hâric,afo2ldbo1 xo1erxu1
akıllı,afo2llw
akıllılık,afo2llw lfo2
akılsız,afo2lsro1
akılsızlık,afo2lsro1lfo2
akın,efo2bu2bo1
akıntı yeri,efo2bo1dy bu2ry
akıntı,efo2bo1dy
akıp geçmek,efo2wbu1 kxu3mk
akıtmak,efo2bo2mfo2
akşam cemiyeti,exo1so3em xu1mabu2bo2y
akşam karanlığı,exo1so3em fo2rebo1lao1y
akşam kararması,exo1so3em fo2rermsy
akşam ne yiyeceğini sabahleyin bilmemek,exo1so3em bo1h bu2bu2h xu1kbo1y zbu1exlbu2bo1 bu1lme mk
akşam tez olmak,exo1so3em bo2bu2ro1ewlmfo2
akşam vakti,exo1so3em wfo2bo2y
akşam yemeği,exo1so3em bu2mky
akşam,exo1so3em
al,eo6l
al,el
ala karga,elh fo2erao1h
ala tenli,elh bo2bo1lw
ala-hafiyyeten,aly xo1fo1bu2ho2
ala,elh
ala,aly
alabalık,elh bu1elfo2
alabanda,elebu1ebo1dh
alaca,elh xu1h
alacaklı,elh xu1fo2lw
alafranga,elefo1rebo1ao1h
alak bulak,elefo2 bu1wlefo2
alan,elebo1
alargada,elerao1h dh
alay emini,eley embu2bo1y
alay,eley
aldanmış,eldebo1mso3
aldanış,eldebo1so3
aldatmak,eldebo2mfo2
aldatış,eldedso3
aldırmak,eldrmfo2
aldırmamak,eldrmemfo2
ale-l-acele,aly elaxu1lh
ale-l-husûs,aly elxo1zwz
ale-l-ittifâk,aly elebo2fo1efo2
ale-l-münâvebe,aly elmbo1ewbu1h
ale-l-umûm,aly elamwm
ale-t-tedrîc,aly elbo2drbu2xu1
alel-l-gafle,aly elao1fo1lh
alelacele,aly elaxu1lh
alem,alm
alenen ikrâr etmek,albo1eo44 efo2rere
alenî,albo1y
alet-t-tevâlî,aly elbo2wely
alev ile yanar,alwebu2lh bu2bo1er
alev vermek,alwwbu2rmk
alev,alw
alevlendirmek,alwlbo1drmk
alevlenmek,alwlbo1mk
alevli,alwlw
aleyhinde,albu2hbo1dh
aleyhine çıkışmak,albu2hbo1h xu3bu2fo2so3mfo2
aleyhine,albu2hbo1h
alim-allah,alm ellh
aliyyu-l-âlâ,aly elealy
aliyyü-l-alâ,aly eleale
alkışlamak,elfo2so3lmfo2
allah,ellh
allaha sen,ellhh sbo1
allaha ısmarladık,ellhh ezmerldfo2
allâm,alem
almak,elmfo2
almamak,elmemfo2
alt etmek,elbo2 e
alt eşiği,elbo2 eso3bu2ky
alt tarafını söylemek,elbo2 trfo1bo1y swbu2lmk
alt yana,elbo2 bu2ebo1h
alt yanda,elbo2 bu2ebo1dh
alt yandaki,elbo2 bu2ebo1dh ky
alt yanı,elbo2 bu2ebo1y
alt yanına,elbo2 bu2ebo1bo1h
alt yanında,elbo2 bu2ebo1bo1dh
alt yanını söylemek,elbo2 bu2ebo1bo1y swbu2lmk
alt üst etmek,elbo2 ewsbo2 e
alt üst,elbo2 ewsbo2
alta,elbo2h
altmış,elbo2mso3
altta kalmaz,elbo2dh fo2elmro1
altta olan,elbo2dh ewlebo1
altta,elbo2dh
altı buçuk arşın,elbo2y bu1xu3wfo2 erso3wbo1
altı buçuk arşınlık ölçü,elbo2y bu1xu3wfo2 erso3wbo1lfo2 ewlxu3y
altı,elbo2y
altıda bir,elbo2bu2dh bu1r
altın otu,elbo2wbo1 ewbo2y
altın top,elbo2wbo1 twbu1
altın top,elbo2wbo1 twbu3
altın varakı,elbo2wbo1 wrfo2y
altın,elbo2wbo1
altına gübre sermek,elbo2bo1h kwbu1rh srmk
altına gümüşe katılan bakır,elbo2wbo1h kwmso3h fo2ebo2lebo1 bu1efo2r
altına,elbo2bo1h
altıncı,elbo2bo1xu1y
altında,elbo2bo1dh
altında,elbo2bo1h
altından,elbo2bo1dbo1
altını kazmak,elbo2bo1y fo2ero1mfo2
altıparmak,elbo2y bu3rmfo2
alâim-üs-semâ,alebo5m elsme
alâim,alebo5m
alâka etmek,alefo2h e
alâka,alefo2h
alâmet olmak,alembo2 ew
alâmet,alembo2
alçak,elxu3fo2
alçakgönüllü,elxu3fo2 kwkllw
alçı,elxu3y
alîl kimesne (kimse),albu2l kmsbo1h
alîl,albu2l
alîm,albu2m
alıcı,elbu2xu1y
alıkoymak,elbu2fo2wmfo2
alım,elm
alın,elbo1
alınamaz,elbo1h mro1
alınız sizindir,elkro1sro1bo1kdr
alıp gitmek,elwbu1 kbo2mk
alıp götürmek,elwbu1 kwbo2rmk
alıp kaçmak,elwbu1 fo2exu3mfo2
alıp verecek,elwbu1 wbu2rh xu1k
alıp vereceği olmak,elwbu1 wbu2rh xu1ky ew
alıp vereceğimiz kalmadı,elwbu1 wbu2rh xu1kmro1 fo2elmdy
alıvermek,elbu2wbu2rmk
alış,elso3
alışmak,elso3mfo2
alışmamış,elso3memso3
alışmış olmak,elso3mso3 ew
alışmış,elso3mso3
alıştırmak,elso3drmfo2
alışveriş etmek,elso3 wbu2rso3 e
alışveriş,elso3 wbu2rso3
alışveriş,elso3wbu2rso3
alışık olmak,elso3fo2 ew
alışık,elso3fo2
ama,eme
ambar,ebo1bu1er
amberbaris,abo1bu1r bu1ers
amca oğlu,amwxu1h ewao1ly
amca,amwxu1h
amden,amdeo44
amdî,amdy
amel etmek,aml e
amel vermek,aml wbu2rmk
amel,aml
ameliyyât,amlbu2bo2ebo2
amiral,embu2rel
amm,am
ammâ,ame
ammî,amy
amuca,amwxu1h
amân demek,emebo1 dbu2mk
amân talep etmek,emebo1 tlbu1 e
amîk,ambu2fo2
amûd,amwd
amûdî,amwdy
an-asl,abo1 ezl
an-ı vâhid sürer sürmez,ebo1 wexdswrrswrmro1
an,ebo1
ana dili,ebo1edly
ana direğin bastığı yer,ebo1edbu2rkk bu1ezdbu2ao1y bu2r
ana tarafından,ebo1etrfo1bo1dbo1
ana,eke
ana,ebo1e
anafor,ebo1efo1wr
anahtar,ebo1exo1bo2er
ananas,ebo1ebo1es
anason,ebo1eswbo1
anbar ağzı,ebo1bu1ereao1ro1y
anbar kapağı,ebo1bu1erfo2bu3eao1y
anbar,ebo1bu1er
anber,abo1bu1r
anberbaris,abo1bu1r bu1ers
anbâr,ebo1bu1er
and içmek,ebo1debu2xu3mk
and,ebo1d
andelib,abo1dlbu2bu1
andırmak,ekdrmfo2
andırıp geçmek,ekdrwbu1 kxu3mk
andırış,ekdrso3
ankebût,abo1kbu1wbo2
ankâ,abo1fo2e
anlamak,eklemfo2
anlar,ebo1lr
anlatmak,eklebo2mfo2
anlayış,eklebu2so3
anlaşılamaz,ekleso3lmro1
anlaşılmaz bir madde,ekleso3lmro1bu1rmedh
anlaşılmaz,ekleso3lmro1
anmak,ekmfo2
ansız,ebo1sro1
ansızın,ebo1sro1bu2bo1
antika,abo1bo2fo2h
antîka,abo1bo2bu2fo2h
anvet,abo1wbo2
anâdil,abo1edl
anâsır-ı erba',abo1ezrerbu1a
anı,ebo1y
anıda,ebo1bu2dh
anın,ebo1k
anınki,ebo1kky
anırmak,ekrmfo2
apansız,ebu1 ebo1sro1
ara sıra vâki olan,erezrh wefo2a ewlebo1
ara sıra,erezrh
ara vermeyerek,erewbu2rmbu2h rk
ara,ere
arab,arbu1
araba bargiri,arbu1h bu1erkbu2ry
araba ile gezmek,arbu1h ebu2lh kro1mk
araba,arbu1h
arabacı,arbu1h xu1y
arada bulunmak,eredh bu1wlbo1mfo2
arada olmak,eredh ew
arada sırada,eredh zrh dh
arada,eredh
arak nev'inden,arfo2 bo1wabo1dbo1
arak,arfo2
aralık,erelfo2
aralıktan bakmak,erelfo2dbo1 bu1efo2mfo2
arama,eremh
aramak,eremfo2
aramaklık,eremfo2lfo2
aranılır,erebo1bu2lwr
arap atı,arbu1 ebo2y
arap,arbu1
arası yok,eresy bu2wfo2
arasına,eresbo1h
arasında,eresbo1dh
aratmak,erebo2mfo2
araya girmek,erebu2h kbu2rmk
araya girmeklik,erebu2h kbu2rmklk
araya koymak,erebu2h fo2wmfo2
araya sokmak,erebu2h zwfo2mfo2
araya,erebu2h
arayıp bulmak,erebu2wbu1 bu1wlmfo2
arayış,erebu2so3
araz,arzo1
arazî,arzo1y
ard,erd
ardı arası olmayan,erdy eresy ewlmbu2ebo1
ardı arası olmayarak,erdy eresy ewlmbu2h rfo2
ardı sıra,erdy zrh
ardına düşmek,erdbu2bo1h dwso3mk
ardına gitmek,erdbu2bo1h kbo2mk
ardına,erdbu2bo1h
ardında,erdbo1dh
argaç,erao1exu1
ark,arfo2
arka kemiği,erfo2h kmbu2ky
arka olmak,erfo2h ew
arka,erfo2h
arkadaş,erfo2h deso3
arkadaşlık etmek,erfo2h deso3lfo2 e
arkadaşlık,erfo2h deso3lfo2
arkası işlememek,erfo2h sy ebu2so3lmemk
arkası sıra gelmek,erfo2h sy zrh klmk
arkasına düşmek,erfo2h sbo1h dwso3mk
arkasına,erfo2h sbo1h
arkasında,erfo2h sbo1dh
arkuri (aykırı),erfo2wry
arkuri,erfo2wry
arkırı,erfo2wry
arma,ermh
armut,ermwd
arpa saman,erbu3h zmebo1
arpa suyu mayası,erbu3h zwbu2y mebu2h sy
arpa suyu,erbu3h zwbu2y
arpa,erbu3h
arpacık,erbu3h xu1fo2
arpalık,erbu3h lfo2
arsa,arzh
arslan,erslebo1
arsız,aersro1
arsızlık,aersro1lfo2
art,erd
artan,erbo2ebo1
artmak,erbo2mfo2
artmış parça,erbo2mso3 bu3erxu3h
artmış,erbo2mso3
artık,erbo2fo2
artırmak,erbo2rmfo2
arz etmek,arzo1 e
arz-ı aşk etmek,arzo1 aso3fo2 e
arz-ı beled,arzo1 bu1ld
arz-ı hâl vermek,arzo1xel wbu2rmk
arz-ı hâl,arzo1xel
arz-ı ubûdiyyet etmek,arzo1 abu1wdbu2bo2 e
arz-ı ubûdiyyet,arzo1 abu1wdbu2bo2
arz,erzo1
arz,arzo1
arzu etmek,erro1we
arzu olunur,erro1wewlbo1wr
arzu,erro1w
arzulamak,erro1wlmfo2
arzulamak,xo1wehso3 e
arzî,erzo1y
arzû-mend,erro1wmbo1d
arâf,earefo1
arâzi,erezo1y
arâzî,erezo1y
arîz,arbu2zo1
arîza,arbu2zo1h
arûs,arws
arı kovanı,ery fo2webo1y
arı sesi,ery ssy
arı sürüsü,ery swrwsy
arı,ery
arık,erbu2fo2
arıklamak,erfo2lemfo2
arş,erso3
arş,arso3
arşın,erso3wbo1
asabe,azbu1h
asamm,ezm
asel,asl
asfer,ezfo1r
asfûr,azfo1wr
ashâb-ı menâsıbtan olan,ezxebu1 mbo1ezbu1dbo1 ewlebo1
asilzâde,ezlro1edh
asitân,esbo2ebo1
asker acemisi,askr axu1mbu2sy
asker alayı,askrelebu2y
asker eskisi,askr eskbu2sy
asker gemisi,askr kmbu2sy
asker koymak,askrfo2wmfo2
asker neferi,askr bo1fo1ry
asker rubası,askrrwbu1h sy
asker tahrîri,askr bo2xrbu2ry
asker yürümesi,askrbu2wrwmsy
asker,askr
askerin yol tezkeresi,askrk bu2wl bo2do1krh sy
askerlik etmek,askrlk e
askerliğe yazmak,askrlkh bu2ero1mfo2
askerliğe yazılmak,askr lkh bu2ero1lmfo2
askerî,askry
askerîden olmayan,askrbu2dbo1 ewlmbu2ebo1
askı,ezfo2y
asl vatan,ezl wtbo1
asl,ezl
aslâ,ezle
aslî,ezly
aslı var,ezly wer
aslı yok faslı yok,ezly bu2wfo2 fo1zly bu2wfo2
aslı yok gibi,ezly bu2wfo2 kbu1y
aslı yok,ezly bu2wfo2
aslı yoktan,ezly bu2wfo2dbo1
asma kilidi,ezmh klbu2dy
asma,ezmh
asmak,ezmfo2
asr-ı vâhid adamları,azr wexdedmlry
asr,azr
asrî,azry
astar çekmek,esbo2er xu3kmk
astar,esbo2er
asâ-yi hükûmet,azey xkwmbo2
asâ,aze
asâkir-i hâssa,asekrxo1ezh
asâkir-i muntazama,asekrmbo1bo2to1mh
asâletli,ezelbo2lw
asîl,ezbu2l
asûde,eswdh
asıl kara,ezl fo2rh
asıl kendi,ezl kbo1dy
asıl maslahat sâhibi,ezl mzlxbo2 zexbu1y
asıl mâl sâhibi,ezl mel zexbu1y
asıl,ezl
asılmak,ezlmfo2
asır,azr
at ile gezmek,ebo2 ebu2lh kro1mk
at ile,ebo2 ebu2lh
at tarağı,ebo2 treao1y
at,ebo2
atar,ebo2er
atebe,abo2bu1h
ateş almak,ebo2so3 elmfo2
ateş almamak,ebo2so3 elmemfo2
ateş etmek,ebo2so3 e
ateş gemisi,ebo2so3 kmbu2sy
ateş gibi,ebo2so3 kbu1y
ateş kesilmek,ebo2so3 kslmk
ateş vermek,ebo2so3 wbu2rmk
ateş çakmak,ebo2so3 xu3efo2mfo2
ateş,ebo2so3
ateşe göstermek,ebo2so3hkwsbo2rmk
ateşli,ebo2so3lw
atf etmek,atfo1 e
atim,ebo2m
atiyye,atbu2h
atkı,ebo2fo2y
atlamak,ebo2lemfo2
atlas,etls
atlayıp geçmek,ebo2lebu2wbu1 kxu3mk
atlayış,ebo2leso3
atlayış,ebo2lebu2so3
atlı,ebo2lw
atma,ebo2mh
atmaca,ebo2mxu1h
atmak,ebo2mfo2
atse,atsh
atsineği,ebo2 sbo1ky
atsân etmek,atsebo1 e
attan düşürmek,ebo2dbo1 dwso3wrmk
atâlet,atelbo2
atîk,abo2bu2fo2
atûh getirmiş,abo2wh kbo2wrmso3
atûh,abo2wh
atıcı,ebo2bu2xu1y
atılma,ebo2lmh
atılmak,ebo2lmfo2
atılış,ebo2lso3
atım,ebo2m
atından düşürmek,ebo2bo1dbo1 dwso3wrmk
atıvermek,ebo2bu2wbu2rmk
atış,ebo2so3
atş,atso3
atşân olmak,atso3ebo1 ew
atşân,atso3ebo1
av atı,ewebo2y
av tüfeği,ewbo2fo1bo1ky
av,eo6w
av,ew
ava gidiş,ewh kbu2dso3
ava gitmek,eo6wh kbo2mk
avadanlık,ewedebo1lfo2
avcı başı,ewxu1y bu1eso3
avcı,ewxu1y
avdet borusu,awdbo2 bu1wrwsy
avdet etmek,awdbo2 e
avdet,awdbo2
avlak,ewlefo2
avlamak,ewlemfo2
avlu,xwly
avn,awbo1
avrat,awrbo2
avret yeri,awrbo2 bu2ry
avret yerleri,awrbo2 bu2rlry
avukat,ewwfo2ebo2
avuç dolusu,ewxu1 twlbu2sy
avâ'id,awebo5d
avâid,awebo5d
avâm-pesend,awem bu3sbo1d
avâm-ı nâs,awem bo1es
avâm-ı nâsdan biri,awem bo1esdbo1 bu1ry
avâmm-ı nâs,awem bo1es
avına gitmek,ewbu2bo1h kbo2mk
ay aydınlığı,ey ebu2dbu2bo1lao1y
ay başı,ey bu1eso3y
ay,ey
ayak altına almak,ebu2efo2 elbo2bo1h elmfo2
ayak atmak,ebu2efo2 ebo2mfo2
ayak basacak yer,ebu2efo2 bu1ezh xu1fo2 bu2r
ayak basmak,ebu2efo2 bu1ezmfo2
ayak basmamış,ebu2efo2 bu1ezmemso3
ayak izi,ebu2efo2 ebu2ro1y
ayak kapanması,ebu2efo2 fo2bu3ebo1msy
ayak parmağı,ebu2efo2 bu3rmao1y
ayak takımı,ebu2efo2 tefo2my
ayak teri,ebu2efo2 bo2ry
ayak yastığı,ebu2efo2 bu2ezdbu2ao1y
ayak çalmak,ebu2efo2 xu3elmfo2
ayak öpmek,ebu2efo2 ewbu3mk
ayak,ebu2efo2
ayakdaş,ebu2efo2deso3
ayakkabı,ebu2efo2 fo2ebu1y
ayaklanmak,ebu2efo2lbo1mfo2
ayaklanmış halk kalabalığı,ebu2efo2lbo1mso3 xo1lfo2 ao1lbu1h lao1y
ayaklanış,ebu2efo2lebo1so3
ayaklanış,ebu2efo2lbo1so3
ayakları sakat,ebu2efo2lry sfo2t
ayakta durmak,ebu2efo2dh dwrmfo2
ayakta,ebu2efo2dh
ayartmak,ebu2erbo2mfo2
ayartmaya bakmak,ebu2er bo2mao1h bu1efo2mfo2
ayartmaya çalışmak,ebu2erbo2mao1h xu3elso3mfo2
ayarına bakmak,abu2erbu2bo1h bu1efo2mfo2
ayazma,ebu2ero1mh
ayağa kalkmak,ebu2eao1h fo2elfo2mfo2
ayağı kapanmak,ebu2eao1y fo2bu3ebo1mfo2
ayağı kapanıp düşmek,ebu2eao1y fo2bu3ebo1wbu1 dwso3mk
ayağın üstü,ebu2eao1k ewsbo2y
ayağını kaydırmak,ebu2eao1bo1y fo2ebu2drmfo2
ayağını sakat etmek,ebu2eao1bo1y sfo2t e
ayağını çarpmak,ebu2eao1bo1y xu3erbu3mfo2
ayb olmak,abu2bu1 ew
ayb u noksândan hâlî,abu2bu1 wbo1fo2zebo1dbo1 xo1ely
ayb,abu2bu1
aybaşı,ey bu1eso3y
aydınlandırmak,ebu2dbu2bo1lbo1drmfo2
aydınlanmak,ebu2dbu2bo1lbo1mfo2
aydınlık bacası,ebu2dbu2bo1lfo2 bu1exu1h sy
aydınlık etmek,ebu2dbu2bo1lfo2 e
aydınlık vermek,ebu2dbu2bo1lfo2 wbu2rmk
aydınlık,ebu2dbu2bo1lfo2
aydınlığını kesmek,ebu2dbu2bo1lkbo1y ksmk
ayet-i kerîme,ebu2bo2 krbu2mh
aygır,ebu2ao1r
aykırı,erfo2wry
aylık bağlamak,ebu2lfo2 bu1eao1lemfo2
aylık,ebu2lfo2
